300		
96.7	16.3	0
96.3	13.8	0
88.8	18.1	0
92.6	12.6	0
79.9	15.2	0
90.5	11.1	0
95.5	15.2	0
87.8	18.3	0
92.8	13.7	1
65.9	11	1
64.2	7.7	1
94.1	10.5	1
79.2	11	1
95.7	9.1	1
72.2	12.9	1
78.3	7.4	1
73.5	8.8	1
77.8	10.7	1
105.5	9.7	1
74.8	10.8	1
82.8	10.1	1
100.6	12.2	0
90.8	15.2	0
104.8	13.4	0
78.7	16.2	0
68.7	4.5	1
92.9	10.9	1
90.3	9.7	1
89.9	9.7	1
58.8	11.1	1
81.8	11.4	1
87.5	6.8	1
69	11.3	1
66.9	13.7	1
56	10.4	1
77.8	9.3	1
71.8	7.9	1

